player,position,r1,r2,r3,r4,strokes,earnings,fedex_cup_points,year
Bruce Devlin,T19,77,69,72,74,292,"$2,550.00",,1976
Hubert Green,T19,71,66,78,77,292,"$2,550.00",,1976
Dale Hayes,T19,75,74,73,70,292,"$2,550.00",,1976
Gay Brewer,T23,75,74,71,73,293,"$2,225.00",,1976
Rik Massengale,T23,70,72,78,73,293,"$2,225.00",,1976
Johnny Miller,T23,71,73,74,75,293,"$2,225.00",,1976
Peter Oosterhuis,T23,76,74,75,68,293,"$2,225.00",,1976
Bruce Crampton,27,74,76,71,73,294,"$2,000.00",,1976
Bob Murphy,T28,72,74,76,73,295,"$1,950.00",,1976
Eddie Pearce,T28,71,71,79,74,295,"$1,950.00",,1976
Gary Player,T28,73,73,70,79,295,"$1,950.00",,1976
Lee Trevino,T28,75,75,69,76,295,"$1,950.00",,1976
Art Wall,T28,74,71,75,75,295,"$1,950.00",,1976
Don January,T33,73,74,76,73,296,"$1,900.00",,1976
Masashi Jumbo Ozaki,T33,72,75,75,74,296,"$1,900.00",,1976
Tom Watson,T33,77,73,76,70,296,"$1,900.00",,1976
Joe Inman,36,74,75,71,77,297,"$1,850.00",,1976
Takashi Murakami,T37,74,71,80,73,298,"$1,800.00",,1976
Andy North,T37,66,81,75,76,298,"$1,800.00",,1976
Bob Gilder,T39,71,75,76,77,299,"$1,750.00",,1976
John Mahaffey,T39,72,74,78,75,299,"$1,750.00",,1976
Bob Shearer,T39,73,75,76,75,299,"$1,750.00",,1976
Tommy Aaron,42,73,76,77,74,300,"$1,700.00",,1976
Frank Beard,T43,74,75,78,74,301,"$1,650.00",,1976
J.C. Snead,T43,72,77,76,76,301,"$1,650.00",,1976
Pat Fitzsimons,45,71,79,77,76,303,"$1,600.00",,1976
Dick Siderowf,46,76,73,77,81,307,,,1976
Bobby Cole,47,75,74,78,82,309,"$1,500.00",,1976
Bob Goalby,CUT,76,75,,,151,,,1976
Sam Snead,CUT,72,79,,,151,,,1976
Rod Curl,CUT,70,82,,,152,,,1976
George Archer,CUT,74,79,,,153,,,1976
Don Bies,CUT,76,77,,,153,,,1976
Keith Fergus,CUT,76,77,,,153,,,1976
Jay Haas,CUT,76,77,,,153,,,1976
Don Iverson,CUT,73,80,,,153,,,1976
Jim Wiechers,CUT,74,79,,,153,,,1976
Hugh Baiocchi,CUT,78,76,,,154,,,1976
Doug Ford,CUT,74,80,,,154,,,1976
John Grace,CUT,75,79,,,154,,,1976
Tom Jenkins,CUT,75,79,,,154,,,1976
Henry DeLozier,CUT,75,80,,,155,,,1976
Prizcillo Diniz,CUT,78,77,,,155,,,1976
Bobby Nichols,CUT,78,77,,,155,,,1976
Arnold Palmer,CUT,74,81,,,155,,,1976
Allen Miller,CUT,79,77,,,156,,,1976
Dean Refram,CUT,77,79,,,156,,,1976
William Campbell,CUT,78,80,,,158,,,1976
Fred Ridley,CUT,77,81,,,158,,,1976
Ralph Johnston,CUT,76,83,,,159,,,1976
Jack Newton,CUT,76,83,,,159,,,1976
Maurice Bembridge,CUT,78,86,,,164,,,1976
Marvin Giles III,CUT,83,81,,,164,,,1976
Jack Nicklaus,1,68,67,73,68,276,"$40,000.00",,1975
Johnny Miller,T2,75,71,65,66,277,"$21,250.00",,1975
Tom Weiskopf,T2,69,72,66,70,277,"$21,250.00",,1975
Hale Irwin,T4,73,74,71,64,282,"$12,500.00",,1975
Bobby Nichols,T4,67,74,72,69,282,"$12,500.00",,1975
Billy Casper,6,70,70,73,70,283,"$7,500.00",,1975
Dave Hill,7,75,71,70,68,284,"$6,000.00",,1975
Hubert Green,T8,74,71,70,70,285,"$4,500.00",,1975
Tom Watson,T8,70,70,72,73,285,"$4,500.00",,1975
Tom Kite,T10,72,74,71,69,286,"$3,600.00",,1975
J.C. Snead,T10,69,72,75,70,286,"$3,600.00",,1975
Lee Trevino,T10,71,70,74,71,286,"$3,600.00",,1975
Arnold Palmer,T13,69,71,75,72,287,"$3,250.00",,1975
Larry Ziegler,T13,71,73,74,69,287,"$3,250.00",,1975
Bobby Cole,T15,73,71,73,71,288,"$2,900.00",,1975
Rod Curl,T15,72,70,76,70,288,"$2,900.00",,1975
Bruce Devlin,T15,72,70,76,70,288,"$2,900.00",,1975
Allen Miller,T15,68,75,72,73,288,"$2,900.00",,1975
Art Wall,T15,72,74,72,70,288,"$2,900.00",,1975
Bud Allin,T20,73,69,73,74,289,"$2,550.00",,1975
Ralph Johnston,T20,74,73,69,73,289,"$2,550.00",,1975
Hugh Baiocchi,T22,76,72,72,70,290,"$2,275.00",,1975
Pat Fitzsimons,T22,73,68,79,70,290,"$2,275.00",,1975
Gene Littler,T22,72,72,72,74,290,"$2,275.00",,1975
Graham Marsh,T22,75,70,74,71,290,"$2,275.00",,1975
Miller Barber,T26,74,72,72,73,291,"$2,000.00",,1975
Maurice Bembridge,T26,75,72,75,69,291,"$2,000.00",,1975
Jerry Heard,T26,71,75,72,73,291,"$2,000.00",,1975
Dave Stockton,T26,72,72,73,74,291,"$2,000.00",,1975
Ben Crenshaw,T30,72,71,75,74,292,"$1,950.00",,1975
Forrest Fezler,T30,76,71,71,74,292,"$1,950.00",,1975
Raymond Floyd,T30,72,73,79,68,292,"$1,950.00",,1975
Gary Player,T30,72,74,73,73,292,"$1,950.00",,1975
Victor Regalado,T30,76,72,72,72,292,"$1,950.00",,1975
Bert Yancey,T30,74,71,74,73,292,"$1,950.00",,1975
George Burns,T30,72,72,76,72,292,,,1975
Jerry Pate,37,71,75,78,69,293,,,1975
Tommy Aaron,T38,71,75,76,72,294,"$1,850.00",,1975
Gary Groh,T38,72,76,71,75,294,"$1,850.00",,1975
Charles Coody,T40,72,75,75,73,295,"$1,800.00",,1975
Lou Graham,T40,72,72,77,74,295,"$1,800.00",,1975
Bob Murphy,42,70,72,80,74,296,"$1,750.00",,1975
Homero Blancas,T43,72,69,79,77,297,"$1,700.00",,1975
Lu Liang-Huan,T43,73,74,78,72,297,"$1,700.00",,1975
Masashi Jumbo Ozaki,T43,73,73,83,68,297,"$1,700.00",,1975
Richie Karl,46,72,75,79,76,302,"$1,650.00",,1975
Gay Brewer,CUT,77,72,,,149,,,1975
Roberto De Vicenzo,CUT,74,75,,,149,,,1975
Mac McLendon,CUT,71,78,,,149,,,1975
Mike Reasor,CUT,74,75,,,149,,,1975
Phil Rodgers,CUT,77,72,,,149,,,1975
Chi Chi Rodriguez,CUT,74,75,,,149,,,1975
Frank Beard,CUT,76,74,,,150,,,1975
Bob Charles,CUT,76,74,,,150,,,1975
Jim Colbert,CUT,75,75,,,150,,,1975
Terry Diehl,CUT,72,78,,,150,,,1975
Al Geiberger,CUT,79,71,,,150,,,1975
Ed Sneed,CUT,74,76,,,150,,,1975
Isao Aoki,CUT,75,76,,,151,,,1975
Dale Hayes,CUT,77,74,,,151,,,1975
Tony Jacklin,CUT,77,74,,,151,,,1975
Gary Koch,CUT,77,74,,,151,,,1975
Peter Oosterhuis,CUT,79,72,,,151,,,1975
George Archer,CUT,80,72,,,152,,,1975
Lee Elder,CUT,74,78,,,152,,,1975
Doug Ford,CUT,78,74,,,152,,,1975
John Mahaffey,CUT,77,75,,,152,,,1975
Curtis Strange,CUT,75,77,,,152,,,1975
Bob Goalby,CUT,81,72,,,153,,,1975
Dick Siderowf,CUT,75,78,,,153,,,1975
John Grace,CUT,79,75,,,154,,,1975
Bruce Crampton,CUT,76,79,,,155,,,1975
Craig Stadler,CUT,80,76,,,156,,,1975
Bob Menne,CUT,76,82,,,158,,,1975
Dan Sikes,CUT,76,82,,,158,,,1975
Sam Snead,W/D,71,,,,71,,,1975
Gary Player,1,71,71,66,70,278,"$35,000.00",,1974
Dave Stockton,T2,71,66,70,73,280,"$21,250.00",,1974
Tom Weiskopf,T2,71,69,70,70,280,"$21,250.00",,1974
Jim Colbert,T4,67,72,69,73,281,"$10,833.00",,1974
Hale Irwin,T4,68,70,72,71,281,"$10,833.00",,1974
Jack Nicklaus,T4,69,71,72,69,281,"$10,833.00",,1974
Bobby Nichols,T7,73,68,68,73,282,"$4,750.00",,1974
Phil Rodgers,T7,72,69,68,73,282,"$4,750.00",,1974
Maurice Bembridge,T9,73,74,72,64,283,"$3,900.00",,1974
Hubert Green,T9,68,70,74,71,283,"$3,900.00",,1974
Bruce Crampton,T11,73,72,69,70,284,"$3,375.00",,1974
Jerry Heard,T11,70,70,73,71,284,"$3,375.00",,1974
Dave Hill,T11,71,72,70,71,284,"$3,375.00",,1974
Arnold Palmer,T11,76,71,70,67,284,"$3,375.00",,1974
Bud Allin,T15,73,73,70,69,285,"$2,900.00",,1974
Miller Barber,T15,75,67,72,71,285,"$2,900.00",,1974
Ralph Johnston,T15,72,71,70,72,285,"$2,900.00",,1974
Johnny Miller,T15,72,74,69,70,285,"$2,900.00",,1974
Dan Sikes,T15,69,71,74,71,285,"$2,900.00",,1974
Chi Chi Rodriguez,T20,70,74,71,71,286,"$2,550.00",,1974
Sam Snead,T20,72,72,71,71,286,"$2,550.00",,1974
Frank Beard,T22,69,70,72,76,287,"$2,275.00",,1974
Ben Crenshaw,T22,75,70,70,72,287,"$2,275.00",,1974
Raymond Floyd,T22,69,72,76,70,287,"$2,275.00",,1974
Bob Goalby,T22,76,71,72,68,287,"$2,275.00",,1974
Julius Boros,T26,75,70,69,74,288,"$1,850.00",,1974
John Schlee,T26,75,71,71,71,288,"$1,850.00",,1974
J.C. Snead,T26,73,68,74,73,288,"$1,850.00",,1974
Charles Coody,T29,74,72,76,67,289,"$1,850.00",,1974
Don Iverson,T29,68,74,73,74,289,"$1,850.00",,1974
Hugh Baiocchi,T31,75,71,74,70,290,"$1,775.00",,1974
Bruce Devlin,T31,70,72,76,72,290,"$1,775.00",,1974
Al Geiberger,T31,76,68,70,76,290,"$1,775.00",,1974
Graham Marsh,T31,76,69,72,73,290,"$1,775.00",,1974
Peter Oosterhuis,T31,79,68,68,75,290,"$1,775.00",,1974
Kermit Zarley,T31,73,71,77,69,290,"$1,775.00",,1974
Billy Casper,T37,70,71,76,74,291,"$1,775.00",,1974
Art Wall,T37,70,77,72,72,291,"$1,775.00",,1974
Gene Littler,T39,69,71,78,74,292,"$1,700.00",,1974
Larry Ziegler,T39,72,73,73,74,292,"$1,700.00",,1974
Babe Hiskey,T41,70,78,75,72,295,"$1,700.00",,1974
Leonard Thompson,T41,73,72,77,73,295,"$1,700.00",,1974
Ed Sneed,43,74,74,77,72,297,"$1,700.00",,1974
Orville Moody,44,74,73,78,77,302,"$1,700.00",,1974
Homero Blancas,CUT,73,76,,,149,,,1974
Trevor Homer,CUT,77,72,,,149,,,1974
John Mahaffey,CUT,71,78,,,149,,,1974
Masashi Jumbo Ozaki,CUT,79,70,,,149,,,1974
Mason Rudolph,CUT,78,71,,,149,,,1974
Tommy Aaron,CUT,77,73,,,150,,,1974
Gay Brewer,CUT,75,75,,,150,,,1974
Henry DeLozier,CUT,74,76,,,150,,,1974
Marvin Giles III,CUT,74,76,,,150,,,1974
Lou Graham,CUT,76,74,,,150,,,1974
Gary Koch,CUT,76,74,,,150,,,1974
"Jack Burke, Jr.",CUT,72,79,,,151,,,1974
Gardner Dickinson,CUT,71,80,,,151,,,1974
Doug Ford,CUT,76,75,,,151,,,1974
Downing Gray,CUT,75,76,,,151,,,1974
John Schroeder,CUT,76,75,,,151,,,1974
Dick Siderowf,CUT,74,77,,,151,,,1974
William Campbell,CUT,74,78,,,152,,,1974
Bob Charles,CUT,73,79,,,152,,,1974
Tony Jacklin,CUT,81,71,,,152,,,1974
Billy Kratzert,CUT,79,73,,,152,,,1974
Mark Pfeil,CUT,75,77,,,152,,,1974
David Strawn,CUT,77,75,,,152,,,1974
Paul Harney,CUT,77,76,,,153,,,1974
Craig Stadler,CUT,79,74,,,153,,,1974
Marty West,CUT,73,80,,,153,,,1974
Isao Aoki,CUT,74,80,,,154,,,1974
Lanny Wadkins,CUT,74,80,,,154,,,1974
Bob Dickson,CUT,76,79,,,155,,,1974
Jim Jamieson,CUT,80,75,,,155,,,1974
Herman Keiser,CUT,76,79,,,155,,,1974
Sam Adams,CUT,80,79,,,159,,,1974
Charles Green,CUT,81,81,,,162,,,1974
George Archer,W/D,75,,,,75,,,1974
Tommy Aaron,1,68,73,74,68,283,"$30,000.00",,1973
J.C. Snead,2,70,71,73,70,284,"$22,500.00",,1973
Jim Jamieson,T3,73,71,70,71,285,"$12,500.00",,1973
Jack Nicklaus,T3,69,77,73,66,285,"$12,500.00",,1973
Peter Oosterhuis,T3,73,70,68,74,285,"$12,500.00",,1973
Bob Goalby,T6,73,70,71,74,288,"$6,250.00",,1973
Johnny Miller,T6,75,69,71,73,288,"$6,250.00",,1973
Bruce Devlin,T8,73,72,72,72,289,"$4,250.00",,1973
Masashi Jumbo Ozaki,T8,69,74,73,73,289,"$4,250.00",,1973
Gay Brewer,T10,75,66,74,76,291,"$3,425.00",,1973
Gardner Dickinson,T10,74,70,72,75,291,"$3,425.00",,1973
Don January,T10,75,71,75,70,291,"$3,425.00",,1973
Chi Chi Rodriguez,T10,72,70,73,76,291,"$3,425.00",,1973
Hubert Green,T14,72,74,75,71,292,"$3,000.00",,1973
Mason Rudolph,T14,72,72,77,71,292,"$3,000.00",,1973
Dave Stockton,T14,72,74,71,75,292,"$3,000.00",,1973
Billy Casper,T17,75,73,72,73,293,"$2,550.00",,1973
Bob Dickson,T17,70,71,76,76,293,"$2,550.00",,1973
Lou Graham,T17,77,73,72,71,293,"$2,550.00",,1973
Babe Hiskey,T17,74,73,72,74,293,"$2,550.00",,1973
Gene Littler,T17,77,72,71,73,293,"$2,550.00",,1973
Kermit Zarley,T17,74,71,77,71,293,"$2,550.00",,1973
Phil Rodgers,23,71,75,75,73,294,"$2,200.00",,1973
Frank Beard,T24,73,75,71,76,295,"$2,100.00",,1973
Paul Harney,T24,77,71,74,73,295,"$2,100.00",,1973
Bobby Nichols,T24,79,72,76,68,295,"$2,100.00",,1973
Arnold Palmer,T24,77,72,76,70,295,"$2,100.00",,1973
Ben Crenshaw,T24,73,72,74,76,295,,,1973
Bob Charles,T29,74,70,74,78,296,"$1,750.00",,1973
Charles Coody,T29,74,73,79,70,296,"$1,750.00",,1973
David Graham,T29,72,74,77,73,296,"$1,750.00",,1973
Sam Snead,T29,74,76,73,73,296,"$1,750.00",,1973
Lanny Wadkins,T29,75,74,71,76,296,"$1,750.00",,1973
Steve Melnyk,T34,72,74,79,72,297,"$1,750.00",,1973
Tom Weiskopf,T34,77,71,75,74,297,"$1,750.00",,1973
Marvin Giles III,T34,78,71,72,76,297,,,1973
Rod Funseth,T37,73,75,74,76,298,"$1,675.00",,1973
Al Geiberger,T37,75,76,77,70,298,"$1,675.00",,1973
Dave Hill,T37,77,70,76,75,298,"$1,675.00",,1973
Grier Jones,T37,71,72,77,78,298,"$1,675.00",,1973
Art Wall,T37,79,69,74,76,298,"$1,675.00",,1973
Marty West,T37,75,70,77,76,298,,,1973
George Archer,T43,73,74,74,78,299,"$1,675.00",,1973
Miller Barber,T43,78,72,80,69,299,"$1,675.00",,1973
Jim Colbert,T43,74,72,76,77,299,"$1,675.00",,1973
Bruce Crampton,T43,74,74,77,74,299,"$1,675.00",,1973
Lu Liang-Huan,T43,74,72,75,78,299,"$1,675.00",,1973
Bob Lunn,T43,76,74,72,77,299,"$1,675.00",,1973
Cesar Sanudo,T43,72,75,76,76,299,"$1,675.00",,1973
Lee Trevino,T43,74,75,75,75,299,"$1,675.00",,1973
Roberto De Vicenzo,T51,74,74,74,78,300,"$1,600.00",,1973
Takaaki Kono,T51,74,74,78,74,300,"$1,600.00",,1973
Bert Yancey,T51,75,74,74,77,300,"$1,600.00",,1973
Raymond Floyd,54,76,73,75,77,301,"$1,600.00",,1973
Don Massengale,55,74,74,76,78,302,"$1,600.00",,1973
Jerry Heard,56,76,75,72,80,303,"$1,600.00",,1973
John Schlee,57,76,73,74,82,305,"$1,600.00",,1973
Bud Allin,CUT,76,76,,,152,,,1973
Deane Beman,CUT,77,75,,,152,,,1973
Hang Chang Sang,CUT,77,75,,,152,,,1973
Gary Cowan,CUT,74,78,,,152,,,1973
Tony Jacklin,CUT,77,75,,,152,,,1973
Bob Shaw,CUT,74,78,,,152,,,1973
Jerry McGee,CUT,81,72,,,153,,,1973
Julius Boros,CUT,75,79,,,154,,,1973
Doug Ford,CUT,76,78,,,154,,,1973
Mike Killian,CUT,79,76,,,155,,,1973
Bobby Mitchell,CUT,81,74,,,155,,,1973
Brian Barnes,CUT,79,77,,,156,,,1973
George Knudson,CUT,79,77,,,156,,,1973
Mike Hill,CUT,79,78,,,157,,,1973
Jim Simons,CUT,79,78,,,157,,,1973
Doug Ballenger,CUT,81,77,,,158,,,1973
Homero Blancas,CUT,81,77,,,158,,,1973
Orville Moody,CUT,81,77,,,158,,,1973
Doug Weaver,CUT,81,77,,,158,,,1973
Guy Hunt,CUT,78,81,,,159,,,1973
Doug Sanders,CUT,83,78,,,161,,,1973
Ralph Guldahl,CUT,82,80,,,162,,,1973
Charles Harrison,CUT,81,81,,,162,,,1973
Trevor Homer,CUT,81,88,,,169,,,1973
Gene Sarazen,CUT,88,86,,,174,,,1973
Jack Nicklaus,1,68,71,73,74,286,"$25,000.00",,1972
Bruce Crampton,T2,72,75,69,73,289,"$15,833.00",,1972
Bobby Mitchell,T2,73,72,71,73,289,"$15,833.00",,1972
Tom Weiskopf,T2,74,71,70,74,289,"$15,833.00",,1972
Homero Blancas,T5,76,71,69,74,290,"$6,200.00",,1972
Bruce Devlin,T5,74,75,70,71,290,"$6,200.00",,1972
Jerry Heard,T5,73,71,72,74,290,"$6,200.00",,1972
Jim Jamieson,T5,72,70,71,77,290,"$6,200.00",,1972
Jerry McGee,T5,73,74,71,72,290,"$6,200.00",,1972
Gary Player,T10,73,75,72,71,291,"$3,600.00",,1972
Dave Stockton,T10,76,70,74,71,291,"$3,600.00",,1972
George Archer,T12,73,75,72,72,292,"$3,100.00",,1972
Charles Coody,T12,73,70,74,75,292,"$3,100.00",,1972
Al Geiberger,T12,76,70,74,72,292,"$3,100.00",,1972
Steve Melnyk,T12,72,72,74,74,292,"$3,100.00",,1972
Bert Yancey,T12,72,69,76,75,292,"$3,100.00",,1972
Billy Casper,T17,75,71,74,74,294,"$2,750.00",,1972
Bob Goalby,T17,73,76,72,73,294,"$2,750.00",,1972
Takaaki Kono,T19,76,72,73,74,295,"$2,500.00",,1972
Lanny Wadkins,T19,72,72,77,74,295,"$2,500.00",,1972
Ben Crenshaw,T19,73,74,74,74,295,,,1972
Bob Charles,T22,72,76,74,74,296,"$2,160.00",,1972
Roberto De Vicenzo,T22,75,69,76,76,296,"$2,160.00",,1972
Gardner Dickinson,T22,77,72,73,74,296,"$2,160.00",,1972
Hubert Green,T22,75,74,74,73,296,"$2,160.00",,1972
Paul Harney,T22,71,69,75,81,296,"$2,160.00",,1972
Tony Jacklin,T27,72,76,75,74,297,"$1,750.00",,1972
Sam Snead,T27,69,75,76,77,297,"$1,750.00",,1972
Tom Kite,T27,74,74,76,73,297,,,1972
J.C. Snead,30,74,77,72,75,298,"$1,750.00",,1972
Bert Greene,T31,75,75,77,72,299,"$1,750.00",,1972
Bobby Nichols,T31,72,71,80,76,299,"$1,750.00",,1972
Harry Bannerman,T33,78,72,72,78,300,"$1,675.00",,1972
Grier Jones,T33,73,75,76,76,300,"$1,675.00",,1972
Arnold Palmer,T33,70,75,74,81,300,"$1,675.00",,1972
Lee Trevino,T33,75,76,77,72,300,"$1,675.00",,1972
Lu Liang-Huan,37,75,72,80,74,301,"$1,675.00",,1972
Peter Oosterhuis,38,74,76,80,73,303,"$1,675.00",,1972
Gibby Gilbert,T39,72,76,74,82,304,"$1,675.00",,1972
Ken Still,T39,74,77,77,76,304,"$1,675.00",,1972
Frank Beard,T41,72,79,79,76,306,"$1,600.00",,1972
Jim Simons,T41,71,79,76,80,306,,,1972
Bob Murphy,T43,75,76,77,79,307,"$1,600.00",,1972
James McLean,T43,75,75,78,79,307,,,1972
Larry Hinson,T45,77,74,79,78,308,"$1,600.00",,1972
Bob Rosburg,T45,74,73,83,78,308,"$1,600.00",,1972
DeWitt Weaver,T47,74,76,81,79,310,"$1,600.00",,1972
"Richard Bendall, Jr.",CUT,77,75,,,152,,,1972
Julius Boros,CUT,77,75,,,152,,,1972
Hale Irwin,CUT,81,71,,,152,,,1972
Don January,CUT,75,77,,,152,,,1972
Johnny Miller,CUT,76,76,,,152,,,1972
Mason Rudolph,CUT,74,78,,,152,,,1972
Art Wall,CUT,77,75,,,152,,,1972
Tommy Bolt,CUT,76,77,,,153,,,1972
Doug Ford,CUT,76,77,,,153,,,1972
Chi Chi Rodriguez,CUT,74,79,,,153,,,1972
Tommy Aaron,CUT,78,76,,,154,,,1972
Labron Harris,CUT,79,75,,,154,,,1972
Dave Hill,CUT,76,78,,,154,,,1972
Masashi Jumbo Ozaki,CUT,74,80,,,154,,,1972
Eddie Pearce,CUT,79,75,,,154,,,1972
Bobby Cole,CUT,78,77,,,155,,,1972
Dave Eichelberger,CUT,78,77,,,155,,,1972
David Graham,CUT,76,79,,,155,,,1972
Yung-Yo Hsieh,CUT,79,76,,,155,,,1972
Dick Lotz,CUT,77,78,,,155,,,1972
Marvin Giles III,CUT,78,78,,,156,,,1972
Miller Barber,CUT,75,82,,,157,,,1972
Jim Colbert,CUT,74,83,,,157,,,1972
Ramon Sota,CUT,78,79,,,157,,,1972
Marty West,CUT,80,77,,,157,,,1972
Gary Cowan,CUT,76,82,,,158,,,1972
Raymond Floyd,CUT,76,82,,,158,,,1972
Gene Sarazen,CUT,79,79,,,158,,,1972
Tom Culligan,CUT,78,81,,,159,,,1972
J. Gabrielsen,CUT,81,78,,,159,,,1972
Herman Keiser,CUT,80,79,,,159,,,1972
Bill Hyndman,CUT,75,85,,,160,,,1972
Orville Moody,CUT,80,81,,,161,,,1972
Brian Barnes,CUT,85,80,,,165,,,1972
John Farquhar,CUT,84,81,,,165,,,1972
Ralph Guldahl,CUT,89,80,,,169,,,1972
William Campbell,W/D,75,,,,75,,,1972
Charles Coody,1,66,73,70,70,279,"$25,000.00",,1971
Johnny Miller,T2,72,73,68,68,281,"$17,500.00",,1971
Jack Nicklaus,T2,70,71,68,72,281,"$17,500.00",,1971
Don January,T4,69,69,73,72,283,"$9,050.00",,1971
Gene Littler,T4,72,69,73,69,283,"$9,050.00",,1971
Gary Player,T6,72,72,71,69,284,"$5,600.00",,1971
Ken Still,T6,72,71,72,69,284,"$5,600.00",,1971
Tom Weiskopf,T6,71,69,72,72,284,"$5,600.00",,1971
Frank Beard,T9,74,73,69,70,286,"$3,767.00",,1971
Roberto De Vicenzo,T9,76,69,72,69,286,"$3,767.00",,1971
Dave Stockton,T9,72,73,69,72,286,"$3,767.00",,1971
Bert Greene,12,73,73,71,70,287,"$3,300.00",,1971
Billy Casper,T13,72,73,71,72,288,"$3,000.00",,1971
Bruce Devlin,T13,72,70,72,74,288,"$3,000.00",,1971
Raymond Floyd,T13,69,75,73,71,288,"$3,000.00",,1971
Hale Irwin,T13,69,72,71,76,288,"$3,000.00",,1971
Bob Murphy,T13,69,70,76,73,288,"$3,000.00",,1971
Bruce Crampton,T18,73,72,74,70,289,"$2,650.00",,1971
Arnold Palmer,T18,73,72,71,73,289,"$2,650.00",,1971
Dave Eichelberger,T20,76,71,70,73,290,"$2,450.00",,1971
Orville Moody,T20,79,69,70,72,290,"$2,450.00",,1971
Tommy Aaron,T22,76,72,74,69,291,"$2,250.00",,1971
Bobby Mitchell,T22,72,70,74,75,291,"$2,250.00",,1971
Al Geiberger,T24,73,75,72,72,292,"$2,100.00",,1971
Dick Lotz,T24,77,72,73,70,292,"$2,100.00",,1971
Steve Melnyk,T24,73,70,75,74,292,,,1971
Dale Douglass,T27,70,71,76,76,293,"$1,750.00",,1971
Dave Hill,T27,74,73,70,76,293,"$1,750.00",,1971
Art Wall,T27,71,76,72,74,293,"$1,750.00",,1971
Larry Hinson,T30,75,71,76,72,294,"$1,750.00",,1971
Yung-Yo Hsieh,T30,75,69,77,73,294,"$1,750.00",,1971
Chi Chi Rodriguez,T30,73,75,71,75,294,"$1,750.00",,1971
Larry Ziegler,T30,73,70,77,74,294,"$1,750.00",,1971
Bob Lunn,34,69,76,81,69,295,"$1,675.00",,1971
George Archer,35,73,74,78,71,296,"$1,675.00",,1971
Bob Goalby,T36,76,73,74,74,297,"$1,675.00",,1971
David Graham,T36,75,72,77,73,297,"$1,675.00",,1971
Tony Jacklin,T36,73,76,76,72,297,"$1,675.00",,1971
John Schlee,T36,76,74,73,74,297,"$1,675.00",,1971
Tom Shaw,T36,77,70,74,76,297,"$1,675.00",,1971
Harold Henning,41,72,75,77,74,298,"$1,600.00",,1971
John Lister,T42,78,72,75,75,300,"$1,600.00",,1971
Tom Kite,T42,76,74,70,80,300,,,1971
Allen Miller,T42,76,73,81,70,300,,,1971
Gibby Gilbert,45,72,76,75,79,302,"$1,600.00",,1971
Doug Ford,T46,75,75,77,76,303,"$1,600.00",,1971
Howie Johnson,T46,73,74,82,74,303,"$1,600.00",,1971
Jerry Heard,48,76,74,75,79,304,"$1,600.00",,1971
J. Gabrielsen,CUT,76,75,,,151,,,1971
Marvin Giles III,CUT,74,77,,,151,,,1971
Lou Graham,CUT,78,73,,,151,,,1971
Takaaki Kono,CUT,77,74,,,151,,,1971
Peter Oosterhuis,CUT,72,79,,,151,,,1971
Lanny Wadkins,CUT,73,78,,,151,,,1971
Miller Barber,CUT,75,77,,,152,,,1971
Deane Beman,CUT,75,77,,,152,,,1971
Homero Blancas,CUT,77,75,,,152,,,1971
Julius Boros,CUT,80,72,,,152,,,1971
Charles Coe,CUT,74,78,,,152,,,1971
Bert Yancey,CUT,71,81,,,152,,,1971
Sam Snead,CUT,76,77,,,153,,,1971
Gay Brewer,CUT,79,75,,,154,,,1971
Dan Sikes,CUT,72,82,,,154,,,1971
Ricky Spears,CUT,75,79,,,154,,,1971
Sukree Onsham,CUT,77,78,,,155,,,1971
William Campbell,CUT,78,79,,,157,,,1971
Jim Simons,CUT,83,74,,,157,,,1971
Bob Charles,CUT,77,81,,,158,,,1971
Gary Cowan,CUT,83,75,,,158,,,1971
Tommy Horton,CUT,82,76,,,158,,,1971
Terry Wilcox,CUT,78,80,,,158,,,1971
Joel Goldstrand,CUT,82,77,,,159,,,1971
Ralph Guldahl,CUT,79,84,,,163,,,1971
Gene Sarazen,CUT,83,80,,,163,,,1971
Cary Middlecoff,W/D,75,,,,75,,,1971
Herman Keiser,W/D,81,,,,81,,,1971
Claude Harmon,W/D,,,,,,,,1971
Billy Casper,1,72,68,68,71,279,"$25,000.00",,1970
Gene Littler,2,69,70,70,70,279,"$17,500.00",,1970
Gary Player,3,74,68,68,70,280,"$14,000.00",,1970
Bert Yancey,4,69,70,72,70,281,"$10,000.00",,1970
Tommy Aaron,T5,68,74,69,72,283,"$6,667.00",,1970
Dave Hill,T5,73,70,70,70,283,"$6,667.00",,1970
Dave Stockton,T5,72,72,69,70,283,"$6,667.00",,1970
Jack Nicklaus,8,71,75,69,69,284,"$4,500.00",,1970
Frank Beard,9,71,76,68,70,285,"$4,000.00",,1970
Bob Lunn,T10,70,70,75,72,287,"$3,500.00",,1970
Chi Chi Rodriguez,T10,70,76,73,68,287,"$3,500.00",,1970
Charles Coody,T12,70,74,67,77,288,"$3,000.00",,1970
Bert Greene,T12,75,71,70,72,288,"$3,000.00",,1970
Tony Jacklin,T12,73,74,70,71,288,"$3,000.00",,1970
Don January,T12,76,73,69,70,288,"$3,000.00",,1970
Takaaki Kono,T12,75,68,71,74,288,"$3,000.00",,1970
Bob Charles,17,75,71,71,72,289,"$2,700.00",,1970
Howie Johnson,T18,75,71,73,71,290,"$2,500.00",,1970
